Scheme Name,Plan,Category Name,Crisil Rating,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,Volatility,Sharpe_Ratio,Risk_Adjusted_Score,Return_STD,Consistency_Score,Return_Score,Composite_Score,Category_Rank,Overall_Rank
ICICI Prudential Constant Maturity Gilt Fund - Growth,Regular,Gilt Fund with 10 year constant duration,-,2508.74,0.0035,0.0079,0.0108,0.0252,0.0119,0.075,0.0793,0.0832,0.0641,0.0822,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.026783832,-221.2155437,67.53,0.007760348,98.66,11.86231244,54.60192498,1,472
SBI Constant Maturity 10-Year Gilt Fund - Regular Plan - Growth,Regular,Gilt Fund with 10 year constant duration,-,1835.68,0.0033,0.0072,0.0083,0.0217,0.0101,0.0662,0.0738,0.0788,0.0614,0.0782,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.023720259,-250.1574754,63.16,0.007638848,98.68,11.08561342,52.98624537,2,550
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Growth,Regular,Gilt Fund with 10 year constant duration,-,132.62,0.0031,0.0068,0.0075,0.0207,0.0096,0.0637,0.0722,0.0773,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.022900277,-259.2239436,61.79,0.006870468,98.81,10.82082966,52.50833186,3,562
Mirae Asset NYSE FANG+ ETF - Regular Plan - Growth,Regular,Index Funds/ETFs,-,3424.55,0.0464,0.0556,-0.0819,-0.0128,-0.0354,0.2456,0.2971,0.437,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.114720456,-50.16019118,93.38,0.099043946,82.73,74.31597529,82.55939011,1,1
CPSE ETF,Regular,Index Funds/ETFs,-,27874.73,0.001,0.0379,0.1355,0.155,0.1282,0.2897,0.1058,0.3739,0.3393,0.1829,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.101101706,-56.48074809,92.42,0.111637503,80.53,63.17740512,77.15596205,2,3
ICICI Prudential NASDAQ 100 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,2759.86,0.0175,0.0432,0.0011,0.1056,0.0196,0.2818,0.2447,0.3125,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.106293512,-53.79632208,92.83,0.033950307,94.09,52.33892321,77.01156929,3,5
Mirae Asset S&P 500 Top 50 ETF - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1024.41,0.0129,0.0213,-0.0146,0.083,-0.0078,0.25,0.249,0.2954,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.100467501,-57.23243804,92.31,0.026505094,95.39,49.32038835,76.03815534,4,8
Mirae Asset Gold ETF,Regular,Index Funds/ETFs,-,3328.08,0.0141,0.0537,0.2401,0.4932,0.2,0.8284,0.5539,0.4024,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.307368921,-16.82538359,98.41,0.215939228,62.33,68.20829656,75.50531862,5,9
UTI Gold Exchange Traded Fund,Regular,Index Funds/ETFs,-,595.84,0.0065,0.067,0.2397,0.5006,0.2145,0.8402,0.5607,0.4081,0.2829,0.1696,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.310693401,-16.60736912,98.45,0.26114472,54.45,69.21447485,73.55578994,6,11
Aditya Birla Sun Life Gold ETF,Regular,Index Funds/ETFs,-,329.42,0.0142,0.054,0.2415,0.4966,0.2011,0.834,0.5565,0.4025,0.2811,0.1694,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.309490872,-16.69193008,98.43,0.25899306,54.82,68.22594881,73.26537952,7,12
Kotak Gold ETF Fund,Regular,Index Funds/ETFs,-,1857.65,0.0142,0.054,0.2415,0.4959,0.2012,0.8316,0.5554,0.4019,0.2808,0.1687,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.308580926,-16.74892892,98.43,0.258250241,54.95,68.1200353,73.26201412,8,13
Nippon India ETF Gold BeES,Regular,Index Funds/ETFs,-,59007.35,0.0141,0.0536,0.2406,0.4944,0.2004,0.8284,0.5531,0.4005,0.2774,0.1675,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.307484255,-16.81907258,98.42,0.257757981,55.04,67.8729038,73.18716152,9,15
ICICI Prudential Nifty Auto ETF,Regular,Index Funds/ETFs,-,53.22,-0.0462,-0.0097,-0.0197,0.0402,-0.0282,0.3262,0.146,0.2958,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.141379782,-40.13162231,94.89,0.096467818,83.18,49.39099735,73.17739894,10,16
SBI - ETF Gold,Regular,Index Funds/ETFs,-,2468.54,0.0141,0.0538,0.2407,0.4945,0.2006,0.8295,0.5541,0.4001,0.2798,0.168,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.307820368,-16.79713413,98.42,0.257764747,55.04,67.80229479,73.15891792,11,17
Nippon India Nifty Auto ETF,Regular,Index Funds/ETFs,-,392.63,-0.0462,-0.0097,-0.0197,0.0396,-0.0283,0.3252,0.1451,0.295,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.140993552,-40.24864914,94.88,0.096452112,83.18,49.24977935,73.11791174,12,19
ICICI Prudential Nifty Auto Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,198.83,-0.0461,-0.01,-0.0213,0.036,-0.0293,0.3158,0.1368,0.2838,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.137514141,-41.33538525,94.71,0.095458542,83.36,47.27272727,72.33009091,13,25
BHARAT 22 ETF,Regular,Index Funds/ETFs,-,12839.29,-0.019,0.0285,0.0777,0.1712,0.0587,0.2732,0.0941,0.2839,0.272,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.10632801,-53.85974976,92.82,0.091290197,84.08,47.29037952,71.98615181,14,27
ICICI Prudential Nifty Financial Services Ex-Bank ETF,Regular,Index Funds/ETFs,-,227.87,-0.0478,-0.0322,-0.0511,0.0455,-0.0445,0.2571,0.1742,0.2445,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.121157446,-47.40030597,93.8,0.044671505,92.22,40.33539276,71.94015711,15,28
Mirae Asset Nifty India Manufacturing ETF,Regular,Index Funds/ETFs,-,224.22,-0.03,0.0058,0.0184,0.055,0.0061,0.2429,0.1355,0.2454,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.098503076,-58.44589051,92.13,0.06274156,89.06,40.49426302,70.55470521,16,40
Axis Silver ETF,Regular,Index Funds/ETFs,-,2604.53,0.0082,0.0443,0.4626,1.0967,0.1412,1.6688,0.8567,0.5825,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.674115379,-6.425012892,99.99,0.564909984,1.44,100,70.429,17,41
ICICI Prudential Silver ETF,Regular,Index Funds/ETFs,-,22162.19,0.0083,0.0448,0.4657,1.105,0.1423,1.6801,0.8804,0.5804,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.678760681,-6.364393398,100,0.568457002,0.82,99.62930274,70.09772109,18,44
Nippon India Silver ETF,Regular,Index Funds/ETFs,-,44491.17,0.0082,0.0444,0.4637,1.0985,0.1418,1.6678,0.8738,0.576,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.673944121,-6.42812937,99.99,0.564379908,1.54,98.85260371,70.00004148,19,45
Aditya Birla Sun Life Silver ETF,Regular,Index Funds/ETFs,-,4522.72,0.0083,0.0447,0.4645,1.1013,0.142,1.6757,0.8793,0.5762,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.676840902,-6.388946037,99.99,0.567894183,0.92,98.88790821,69.82816328,20,49
Kotak Silver ETF,Regular,Index Funds/ETFs,-,5193.12,0.0083,0.0447,0.4645,1.1013,0.1417,1.6732,0.8776,0.5753,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.676064608,-6.399980048,99.99,0.567119779,1.06,98.72903795,69.80661518,21,50
Kotak Nifty Midcap 50 ETF,Regular,Index Funds/ETFs,-,171.3,-0.0297,-0.0363,-0.0527,0.0238,-0.0456,0.185,0.0884,0.2444,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.091123903,-63.81421141,91.32,0.078735761,86.27,40.31774051,69.4040962,22,59
Aditya Birla Sun Life Nifty Healthcare ETF,Regular,Index Funds/ETFs,-,49.65,-0.0153,0.0444,0.0012,0.0263,0.0161,0.1519,0.1224,0.2616,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.059705734,-97.94871636,86.16,0.073349597,87.21,43.35392763,69.35257105,23,61
ICICI Prudential Nifty Healthcare ETF,Regular,Index Funds/ETFs,-,135.28,-0.0153,0.0445,0.0013,0.0268,0.0162,0.1529,0.1234,0.2599,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.060053798,-97.36436636,86.25,0.071823278,87.48,43.05383936,69.34053575,24,62
ICICI Prudential Nifty Midcap 150 ETF,Regular,Index Funds/ETFs,-,328.06,-0.0344,-0.0263,-0.038,0.0098,-0.041,0.1756,0.0916,0.2296,0.1915,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.08436038,-69.04188932,90.53,0.058238325,89.85,37.70520741,69.19608297,25,64
Nippon India ETF Nifty Midcap 150,Regular,Index Funds/ETFs,-,2801.96,-0.0342,-0.0261,-0.0382,0.0096,-0.041,0.1739,0.0905,0.2289,0.1911,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.083668146,-69.63343009,90.44,0.058438115,89.82,37.58164166,69.11065666,26,65
Axis Nifty Healthcare ETF,Regular,Index Funds/ETFs,-,19.11,-0.0153,0.0443,0.0008,0.0256,0.0159,0.1504,0.121,0.2572,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.059217793,-98.78112152,86.03,0.071671752,87.51,42.5772286,69.09289144,27,68
UTI S&P BSE Sensex Next 50 ETF,Regular,Index Funds/ETFs,-,7.14,-0.0392,-0.0325,-0.0436,0.0045,-0.0433,0.1467,0.0981,0.2239,0.1649,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.074700406,-78.35700377,89.12,0.051979098,90.94,36.69902913,68.69761165,28,71
SBI BSE Sensex Next 50 ETF,Regular,Index Funds/ETFs,-,23.72,-0.0392,-0.0325,-0.0435,0.0045,-0.0432,0.1463,0.0977,0.2233,0.1649,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.074519385,-78.55271536,89.09,0.05191233,90.95,36.59311562,68.64924625,29,74
Mirae Asset Nifty Midcap 150 ETF,Regular,Index Funds/ETFs,-,1393.14,-0.0344,-0.0264,-0.0381,0.0098,-0.0411,0.176,0.092,0.2302,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.084550072,-68.88225954,90.55,0.069633421,87.86,37.81112092,68.64744837,30,75
Nippon India Nifty Pharma ETF,Regular,Index Funds/ETFs,-,1007.47,-0.0127,0.0407,0.0042,0.0507,0.0143,0.1486,0.1046,0.2549,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.057658917,-101.4830028,85.62,0.077272009,86.53,42.17122683,68.51349073,31,78
Nippon India ETF BSE Sensex Next 50,Regular,Index Funds/ETFs,-,130.33,-0.0392,-0.0326,-0.0437,0.004,-0.0433,0.1448,0.0965,0.2215,0.163,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.073959926,-79.16719648,89,0.051653106,91,36.27537511,68.51015004,32,79
Nippon India Nifty Midcap 150 Index Fund - Growth,Regular,Index Funds/ETFs,-,2120.59,-0.0342,-0.0265,-0.0397,0.0065,-0.042,0.1665,0.0829,0.2203,0.1821,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.081019035,-72.00159832,90.08,0.057955011,89.9,36.0635481,68.41941924,33,81
Nippon India ETF Nifty Infrastructure BeES,Regular,Index Funds/ETFs,-,166.52,-0.0338,-0.0187,-0.0237,0.0384,-0.0308,0.1829,0.054,0.2164,0.1692,0.1451,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.084560056,-68.7925281,90.56,0.0613149,89.31,35.37511033,68.11104413,34,90
Nippon India ETF Nifty Next 50 Junior BeES,Regular,Index Funds/ETFs,-,7085.24,-0.0411,-0.0172,-0.0135,0.0112,-0.0227,0.147,0.0691,0.2185,0.1461,0.1479,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.068906819,-84.94079553,88.12,0.052853779,90.79,35.74580759,67.97132304,35,91
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Growth,Regular,Index Funds/ETFs,-,408.21,-0.0345,-0.0269,-0.0401,0.0053,-0.0424,0.1647,0.0817,0.2211,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.080449083,-72.53407699,90,0.070121704,87.78,36.20476611,67.81590644,36,95
SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,935.12,-0.0345,-0.0268,-0.0399,0.0061,-0.0423,0.167,0.083,0.2197,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.08132647,-71.7232658,90.12,0.06894464,87.98,35.9576346,67.81305384,37,96
ICICI Prudential Nifty Midcap 150 Index Fund - Growth,Regular,Index Funds/ETFs,-,936.67,-0.0345,-0.0269,-0.0401,0.0054,-0.0424,0.1651,0.0819,0.2176,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.080608775,-72.38541925,90.02,0.068426335,88.07,35.58693733,67.66177493,38,101
UTI Nifty Next 50 Exchange Traded Fund,Regular,Index Funds/ETFs,-,482.39,-0.0411,-0.0172,-0.0134,0.0113,-0.0226,0.1485,0.0704,0.2195,0.1474,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.069484197,-84.21339286,88.23,0.060896114,89.39,35.9223301,67.65493204,39,102
ICICI Prudential S&P BSE Midcap Select ETF,Regular,Index Funds/ETFs,-,51.95,-0.0313,-0.0489,-0.0727,-0.0067,-0.0688,0.1162,0.0729,0.2195,0.1433,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.070482367,-83.47903575,88.34,0.06159975,89.26,35.9223301,67.64893204,40,104
Aditya Birla Sun Life Nifty Next 50 ETF,Regular,Index Funds/ETFs,-,107.82,-0.0411,-0.0172,-0.0133,0.0112,-0.0226,0.1474,0.0704,0.2194,0.1472,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.069041543,-84.76925256,88.15,0.06084483,89.4,35.90467785,67.62687114,41,106
Mirae Asset Nifty Next 50 ETF (MANXT50ETF),Regular,Index Funds/ETFs,-,1083.54,-0.0411,-0.0172,-0.0132,0.0115,-0.0225,0.1479,0.07,0.2187,0.1467,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.06922332,-84.53943006,88.18,0.060732384,89.42,35.78111209,67.59244484,42,109
ICICI Prudential Nifty Infrastructure ETF,Regular,Index Funds/ETFs,-,376.3,-0.0339,-0.0187,-0.0235,0.0401,-0.0308,0.1877,0.0591,0.2229,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.08649041,-67.2016702,90.8,0.086223972,84.97,36.52250662,67.34000265,43,118
ICICI Prudential Nifty Next 50 Index Fund - Growth,Regular,Index Funds/ETFs,-,8102.77,-0.0412,-0.0176,-0.0148,0.0078,-0.0236,0.1398,0.0618,0.2107,0.1388,0.1407,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.066279288,-88.41676169,87.6,0.052683612,90.82,34.36893204,67.27357282,44,122
ICICI Prudential Nifty Commodities ETF,Regular,Index Funds/ETFs,-,124.51,-0.0302,-0.0103,0.0667,0.1126,0.0274,0.2454,0.0806,0.2152,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.100878085,-57.04509567,92.34,0.087738475,84.7,35.16328332,67.17731333,45,126
Kotak Nifty Next 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,893.66,-0.0412,-0.0175,-0.0146,0.0084,-0.0235,0.1404,0.063,0.2106,0.1401,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.066484815,-88.13441043,87.64,0.060290484,89.49,34.35127979,66.87951192,46,135
Tata Nifty Midcap 150 Momentum 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1022.52,-0.0356,-0.0208,-0.0396,-0.0005,-0.0243,0.141,0.0508,0.2211,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.068806821,-85.15144114,88.09,0.085199902,85.15,36.20476611,66.45390644,47,144
SBI Nifty Next 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1814.36,-0.0413,-0.0177,-0.0149,0.0081,-0.0237,0.1402,0.0625,0.2108,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.066476936,-88.1478655,87.64,0.074178321,87.07,34.38658429,66.16763372,48,152
Sundaram Nifty 100 Equal Weight Fund - Growth,Regular,Index Funds/ETFs,3,130.81,-0.0361,-0.0226,-0.0212,0.0084,-0.0267,0.1464,0.0605,0.1872,0.1376,0.13,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.069415579,-84.326891,88.22,0.045829663,92.02,30.22065313,66.16026125,49,153
Kotak Nifty MNC ETF,Regular,Index Funds/ETFs,-,40.16,-0.0401,0.006,0.0214,0.0332,0.0093,0.2181,0.1143,0.1783,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.090128695,-64.15160009,91.26,0.052368056,90.87,28.64960282,66.09884113,50,155
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund - Growth,Regular,Index Funds/ETFs,-,245.83,-0.0324,-0.0179,-0.0527,-0.0433,-0.0549,0.0974,0.0476,0.2352,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.05784009,-102.0503255,85.54,0.097179079,83.06,38.69373345,66.05749338,51,159
Axis Nifty Next 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,415.85,-0.0413,-0.0179,-0.0157,0.0067,-0.0243,0.1364,0.0593,0.2073,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.065102578,-90.06709376,87.35,0.074021641,87.1,33.76875552,65.84250221,52,166
Aditya Birla Sun Life Nifty Next 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,234.11,-0.0407,-0.0172,-0.0149,0.0074,-0.0235,0.1383,0.0589,0.2066,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.065576693,-89.38694116,87.45,0.073919483,87.11,33.64518976,65.8260759,53,167
Kotak Nifty Alpha 50 ETF,Regular,Index Funds/ETFs,-,714.19,-0.0375,0.0073,-0.0298,-0.0207,-0.0155,0.1281,0.0253,0.2297,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.062058566,-94.61868584,86.66,0.102200587,82.18,37.72285966,65.74114387,54,169
Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,522.59,-0.0324,-0.0179,-0.0527,-0.0435,-0.0549,0.0932,0.0452,0.2326,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.056193867,-105.1146742,85.08,0.097343995,83.03,38.23477493,65.72690997,55,170
Mirae Asset Nifty Financial Services ETF,Regular,Index Funds/ETFs,-,476.68,-0.038,-0.0161,-0.0237,0.0515,-0.0135,0.1911,0.1522,0.1519,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.086952088,-66.80575603,90.86,0.022546027,96.08,23.98940865,65.67776346,56,172
ICICI Prudential Nifty50 Equal Weight Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,205.02,-0.0326,-0.0241,-0.0246,0.0208,-0.0273,0.1578,0.0725,0.1763,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.074176591,-78.76069679,89.06,0.055366627,90.35,28.29655781,65.14162312,57,190
Aditya Birla Sun Life Nifty 50 Equal Weight index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,466.81,-0.0326,-0.0242,-0.0245,0.0209,-0.0273,0.1563,0.0717,0.1764,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.073588197,-79.41083321,88.96,0.055562667,90.32,28.31421006,65.10968402,58,191
Kotak Nifty India Consumption ETF,Regular,Index Funds/ETFs,-,33.35,-0.0341,-0.0341,-0.0856,-0.0851,-0.079,0.0997,0.0779,0.1709,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.070909623,-83.20873432,88.39,0.048637571,91.53,27.34333628,64.91333451,59,196
ICICI Prudential Nifty India Consumption ETF,Regular,Index Funds/ETFs,-,53.95,-0.0342,-0.0342,-0.0858,-0.0853,-0.0792,0.0989,0.0769,0.1701,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.070680766,-83.48947448,88.34,0.048716322,91.51,27.20211827,64.83584731,60,198
SBI Nifty Consumption ETF,Regular,Index Funds/ETFs,-,23.74,-0.0342,-0.0343,-0.086,-0.0857,-0.0793,0.0981,0.0762,0.1692,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.070468518,-83.75229372,88.3,0.048620675,91.53,27.04324801,64.76629921,61,200
Axis Nifty India Consumption ETF,Regular,Index Funds/ETFs,-,13,-0.0342,-0.0343,-0.0861,-0.086,-0.0794,0.0971,0.0749,0.168,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.070153225,-84.14295974,88.24,0.04862657,91.53,26.83142101,64.6635684,62,206
ICICI Prudential Nifty 100 Low Volatility 30 ETF,Regular,Index Funds/ETFs,-,2661.56,-0.0333,-0.0233,-0.05,-0.0184,-0.0486,0.1281,0.0596,0.1625,0.1323,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.067700618,-86.73332948,87.85,0.043473162,92.43,25.86054722,64.42821889,63,213
Kotak Nifty 100 Low Volatility 30 ETF,Regular,Index Funds/ETFs,-,172.02,-0.0332,-0.0231,-0.0492,-0.0168,-0.048,0.1315,0.0628,0.1658,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.068824521,-85.26757513,88.07,0.052448673,90.86,26.44307149,64.2562286,64,218
ICICI Prudential S&P BSE 500 ETF,Regular,Index Funds/ETFs,-,66.78,-0.0319,-0.03,-0.0483,-0.0062,-0.0494,0.1233,0.0586,0.1574,0.1326,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.065774081,-89.34674502,87.46,0.042118751,92.66,24.96028244,64.02011297,65,228
SBI Nifty Bank ETF,Regular,Index Funds/ETFs,-,3973.79,-0.0349,-0.017,-0.0128,0.0899,-0.0094,0.2249,0.1211,0.134,0.1147,0.1475,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.100762243,-57.31412693,92.3,0.044557244,92.24,20.82965578,63.69386231,66,238
UTI Nifty Bank ETF,Regular,Index Funds/ETFs,-,3977.66,-0.0349,-0.017,-0.0128,0.0901,-0.0093,0.2255,0.1218,0.1347,0.1156,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.100992251,-57.17765442,92.32,0.051353351,91.05,20.95322154,63.39228861,67,245
ICICI Prudential Nifty Bank ETF,Regular,Index Funds/ETFs,-,3997.77,-0.0349,-0.017,-0.0127,0.0901,-0.0093,0.2254,0.1216,0.1344,0.1152,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.100945068,-57.20537059,92.31,0.051456227,91.03,20.90026478,63.36210591,68,246
Aditya Birla Sun Life Banking ETF,Regular,Index Funds/ETFs,-,72.15,-0.0349,-0.017,-0.0127,0.0902,-0.0093,0.2253,0.1213,0.1341,0.115,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.100918277,-57.22154759,92.31,0.051533056,91.02,20.84730803,63.33792321,69,247
Axis Nifty Bank ETF,Regular,Index Funds/ETFs,-,417.08,-0.0351,-0.0172,-0.0131,0.0896,-0.0095,0.2246,0.121,0.1337,0.1153,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.100716382,-57.34320343,92.29,0.051214093,91.08,20.77669903,63.32167961,70,248
ICICI Prudential Nifty 100 ETF,Regular,Index Funds/ETFs,-,76.02,-0.0308,-0.0314,-0.0479,0.0026,-0.0473,0.1205,0.0599,0.1413,0.1169,0.1365,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.064493765,-91.16385189,87.18,0.032495415,94.34,22.11827008,63.30330803,71,249
