Scheme Name,Plan,Category Name,Crisil Rating,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,Volatility,Sharpe_Ratio,Risk_Adjusted_Score,Return_STD,Consistency_Score,Return_Score,Composite_Score,Category_Rank,Overall_Rank
SBI Energy Opportunities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,8609.85,-0.043,-0.0088,0.0152,0.0412,-0.017,0.1779,0.022,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.079028208,-73.67116305,89.83,0.110237947,80.78,,,,
SBI Automotive Opportunities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,5014.61,-0.0457,-0.0001,0.0102,0.0789,-0.0077,0.3274,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.136898722,-41.43647165,94.7,,,,,,
Aditya Birla Sun Life Conglomerate Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,1657.63,-0.0353,-0.0472,-0.0725,-0.0445,-0.0708,0.0677,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.051894573,-114.3144591,83.69,,,,,,
Aditya Birla Sun Life Quant Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,2133.98,-0.0364,-0.0089,0.006,0.0714,-0.0089,0.2007,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.08779821,-66.05259953,90.98,,,,,,
Aditya Birla Sun Life Transportation and Logistics Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,1490.82,-0.0463,-0.035,-0.0438,-0.0075,-0.0444,0.2265,0.0876,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.107896816,-53.50945644,92.87,0.098217132,82.87,,,,
Nippon India Active Momentum Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,338.26,-0.0301,-0.0013,0.0021,0.0328,-0.0123,0.1792,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.076697484,-75.89297226,89.49,,,,,,
Nippon India MNC Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,425.65,-0.0326,-0.0114,-0.0292,0.0016,-0.0373,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.016335299,,,,,,,,
Nippon India Innovation Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,2696.94,-0.0356,-0.0328,-0.078,-0.0772,-0.0653,0.1122,0.0674,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.072161146,-81.59238485,88.63,0.031678384,94.48,,,,
Tata India Innovation Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,1498.35,-0.0377,-0.0571,-0.0969,-0.0853,-0.0888,0.0431,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.052411007,-113.6574229,83.78,,,,,,
Kotak Technology Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,669.2,-0.0118,-0.124,-0.1802,-0.1181,-0.1651,-0.1131,-0.0057,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.059029871,-103.5594335,85.31,0.075943268,86.76,,,,
Kotak Healthcare Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,451.35,-0.0172,0.0431,0.0098,0.0087,0.0294,0.1343,0.1056,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.052930952,-110.817958,84.21,0.020293965,96.47,,,,
Kotak Energy Opportunities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,260.25,-0.0322,-0.0066,0.0186,0.0258,0.0043,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.022863114,,,,,,,,
Mirae Asset Infrastructure Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,345.86,-0.0332,-0.0102,0.0074,,0.0019,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.018018023,,,,,,,,
Kotak Quant Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,538.65,-0.0352,0.0011,-0.0022,0.0299,-0.0075,0.1558,0.0449,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.067989786,-85.9570289,87.97,0.078418142,86.33,,,,
Kotak Consumption Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,1646.42,-0.0362,-0.0403,-0.0941,-0.0912,-0.0921,0.096,0.1089,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.073102378,-80.76344659,88.75,0.009121677,98.42,,,,
Kotak Active Momentum Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,1340.3,-0.0368,-0.0138,-0.0076,0.0222,-0.0265,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.022451503,,,,,,,,
Kotak Rural Opportunities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,872.36,-0.0371,0.0003,0.0052,,-0.0134,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.018945976,,,,,,,,
Kotak MNC Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,1966.53,-0.0376,0.004,0.0119,0.0386,0.002,0.2254,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.093726633,-61.61109001,91.65,,,,,,
Kotak Special Opportunities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,1424,-0.0414,-0.0191,-0.0757,-0.0204,-0.0779,0.1106,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.069235331,-85.06350661,88.1,,,,,,
Kotak Transportation & Logistics Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,-,542.49,-0.0432,-0.0389,-0.0483,-0.0293,-0.0462,0.241,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.115395784,-49.90650258,93.42,,,,,,
ICICI Prudential Short Term Fund - Growth,Regular,Short Duration Fund,3,22707.35,0.0005,0.0042,0.0098,0.0283,0.0079,0.076,0.076,0.0765,0.0653,0.0745,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.02855783,-207.4387289,69.62,0.004733181,99.19,10.67961165,54.91484466,1,450
Axis Short Duration Fund - Growth,Regular,Short Duration Fund,3,11708.64,0.0005,0.0048,0.009,0.0273,0.0083,0.0769,0.0769,0.0761,0.062,0.0714,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.028817957,-205.5350393,69.9,0.006383808,98.9,10.60900265,54.88360106,2,454
Nippon India Short Duration Fund - Growth,Regular,Short Duration Fund,3,8683.99,0.0008,0.006,0.0092,0.0286,0.0095,0.0762,0.0769,0.0764,0.0628,0.0697,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.028306354,-209.2745691,69.34,0.006126581,98.94,10.6619594,54.74878376,3,461
Aditya Birla Sun Life Short Term Fund - Regular Plan - Growth,Regular,Short Duration Fund,1,9747.73,0.0006,0.0043,0.0077,0.0271,0.0073,0.0732,0.0746,0.0746,0.0634,0.0729,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.02762634,-214.5343893,68.54,0.004727367,99.19,10.34421889,54.45668756,4,480
SBI Short Term Debt Fund - Regular Plan - Growth,Regular,Short Duration Fund,2,17219.19,0.0004,0.0046,0.0079,0.0259,0.0078,0.0733,0.0744,0.074,0.06,0.0689,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.027540038,-215.2030474,68.44,0.006070173,98.95,10.23830538,54.31232215,5,486
UTI Short Duration Fund - Institutional - Growth,Regular,Short Duration Fund,3,3188.06,0.0008,0.0042,0.0082,0.0249,0.0078,0.07,0.0719,0.0736,0.0709,0.062,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.026182316,-226.4887499,66.74,0.004496332,99.23,10.16769638,53.85807855,6,513
Sundaram Short Duration Fund - Growth,Regular,Short Duration Fund,4,197.74,0.0005,0.0046,0.0093,0.0259,0.0082,0.0698,0.0732,0.0735,0.0614,0.0579,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.026021177,-227.8989893,66.52,0.00711639,98.77,10.15004413,53.64701765,7,521
Kotak Bond Short Term Plan - Growth,Regular,Short Duration Fund,3,17557.58,0.0004,0.0041,0.0078,0.0245,0.0076,0.0692,0.0718,0.072,0.0585,0.0682,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.025975501,-228.3228314,66.46,0.00552612,99.05,9.885260371,53.60710415,8,524
Mirae Asset Short Duration Fund - Regular Plan - Growth,Regular,Short Duration Fund,3,553.24,0.0008,0.0043,0.0069,0.0243,0.0071,0.0683,0.0712,0.0706,0.0573,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.025663392,-231.1346879,66.04,0.006488194,98.88,9.638128861,53.33125154,9,538
Canara Robeco Short Duration Fund - Regular Plan - Growth,Regular,Short Duration Fund,4,426.17,0.0008,0.0042,0.0078,0.0231,0.0072,0.0649,0.0674,0.0675,0.0538,0.0649,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.024218092,-245.0688477,63.93,0.005679349,99.02,9.090909091,52.52136364,10,561
Tata Short Term Bond Fund - Regular Plan - Growth,Regular,Short Duration Fund,3,3282.35,0.0006,0.004,0.007,0.0227,0.0074,0.0631,0.0672,0.0684,0.0553,0.0589,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.023607259,-251.4862084,62.96,0.005523314,99.05,9.249779347,52.30291174,11,569
Sundaram Small Cap Fund - Growth,Regular,Small Cap Fund,4,3285.08,-0.044,-0.05,-0.064,-0.0499,-0.0636,0.1337,0.0424,0.1787,0.1794,0.1485,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.077172344,-76.01557374,89.47,0.056186947,90.21,28.72021183,65.39208473,1,183
Aditya Birla Sun Life Small cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,3,4778.13,-0.0334,-0.0243,-0.0294,-0.0235,-0.0295,0.1457,0.0556,0.1708,0.1369,0.1354,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.071015735,-82.43665959,88.5,0.043350283,92.45,27.32568402,65.21527361,2,189
Nippon India Small Cap Fund - Growth,Regular,Small Cap Fund,3,65812.16,-0.031,-0.0229,-0.0443,-0.0578,-0.0491,0.1028,0.0502,0.1961,0.2165,0.21,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.060038613,-98.22345566,86.12,0.074505483,87.01,31.79170344,64.65568138,3,208
Axis Small Cap Fund - Growth,Regular,Small Cap Fund,3,25516.76,-0.0341,-0.0233,-0.0488,-0.0574,-0.0491,0.0911,0.0652,0.1664,0.1825,0.1826,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.055906159,-105.693184,84.99,0.055395063,90.35,26.548985,63.221594,4,255
ICICI Prudential Smallcap Fund - Regular Plan - Growth,Regular,Small Cap Fund,3,8122.7,-0.0385,-0.0331,-0.0538,-0.0766,-0.0519,0.098,0.0305,0.1538,0.173,0.1622,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.062588607,-94.29831287,86.71,0.059508991,89.63,24.32480141,62.63192056,5,289
Canara Robeco Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,3,12670.71,-0.0387,-0.0359,-0.0472,-0.0525,-0.0557,0.0973,0.0399,0.1498,0.1863,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.059000828,-100.0443592,85.84,0.063780372,88.88,23.61871139,61.86348455,6,320
Franklin India Small Cap Fund - Growth,Regular,Small Cap Fund,2,12763.51,-0.0386,-0.0297,-0.0552,-0.0722,-0.0518,0.0665,0.0174,0.1676,0.1785,0.1564,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.049552504,-119.7416781,82.87,0.071352975,87.56,26.760812,61.8333248,7,321
Kotak Small Cap Fund - Growth,Regular,Small Cap Fund,2,16367.84,-0.0357,-0.0177,-0.05,-0.0929,-0.0512,0.0584,0.0389,0.1364,0.1483,0.171,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.050577442,-117.475296,83.21,0.058311277,89.84,21.2533098,60.41632392,8,370
SBI Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,2,34449.23,-0.0365,-0.0349,-0.0734,-0.0961,-0.0759,0.0428,0.0139,0.1203,0.1412,0.1786,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.049503562,-120.3388148,82.78,0.068866705,88,18.41129744,58.59851898,9,390
Tata Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,1,10761.33,-0.0396,-0.0618,-0.0951,-0.1731,-0.0999,-0.0474,0.0005,0.1191,0.1685,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.049174902,-122.9773673,82.38,0.100564983,82.47,18.19947043,56.73478817,10,411
Mirae Asset Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,-,3102.65,-0.0353,-0.0322,-0.0523,-0.0378,-0.0541,0.1709,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.087525128,-66.59916009,90.89,,,,,,
Aditya Birla Sun Life Savings Fund - Regular Plan - Growth,Regular,Ultra Short Duration Fund,3,22856.8,0.0009,0.0046,0.0127,0.0293,0.0093,0.0714,0.074,0.0739,0.063,0.0701,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.026408307,-224.4975435,67.04,0.004500778,99.23,10.22065313,53.96926125,1,502
ICICI Prudential Ultra Short Term Fund - Growth,Regular,Ultra Short Duration Fund,3,17808.13,0.0006,0.0042,0.0126,0.0286,0.0091,0.0684,0.0704,0.071,0.0605,0.0687,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.025353691,-233.9540981,65.61,0.004226701,99.27,9.708737864,53.34749515,2,535
Mirae Asset Ultra Short Duration Fund - Regular Plan - Growth,Regular,Ultra Short Duration Fund,4,1851.72,0.0007,0.0042,0.0127,0.0284,0.0088,0.0681,0.0716,0.0724,0.0609,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.025233424,-235.0810613,65.44,0.005243726,99.1,9.955869373,53.34434775,3,536
